agency_code,agency_name,agency_address,agency_contact_peple,agency_phone,agency_certify,agency_gov,agency_doc,agency_starttime,agency_boss,agency_asset,agency_structrue,agency_accountor,agency_child,agency_partner,agency_cpa,agency_stuff,agency_totalcpa,agency_totalstuff
61000130,陕西宏信有限责任会计师事务所,宝鸡市新建路3号恒立大厦南单元603号,刘文英,0917-3232084,61000130,陕西省财政厅,陕财办会[2005]37号,2005-04-27,刘文英,100.0,有限责任,刘文英,0,5,8,9,8,9
61000141,陕西中益华会计师事务所有限责任公司,西安市雁塔区含光路南段1号怡和国际第1幢20701号,张爵仁,029-88241286,61000141,陕西省财政厅,陕财办会[2006]44号,2006-07-27,张爵仁,100.0,有限责任,张爵仁,0,5,8,8,8,8
61000128,陕西创鑫会计师事务所（普通合伙）,西安市高新四路高新大都荟7幢1单元20层12003,肖芳菲,13991229837,61000128,陕西省财政厅,陕财办会（2002）520号,2002-08-01,安秀玲,50.0,普通合伙,安秀玲,0,2,5,0,5,0
61010009,陕西同源会计师事务所有限责任公司,西安市高新区锦业路1号都市之门2号楼10704室,白蔓利,029-88408369,61010009,陕西省财政厅,陕财办会[2007]15号,2007-04-27,白蔓利,100.0,有限责任,白蔓利,0,5,12,12,12,12
61000129,陕西华天会计师事务所有限责任公司,西安市长安北路14号省体育场内朱雀广场写字楼C307号,秦永怀,029-85232069,61000129,陕西省财政厅,陕财办会[2005]36号,2005-04-27,秦永怀,230.0,有限责任,秦永怀,0,5,10,9,10,9
61000045,陕西益友会计师事务所有限责任公司,西安市曲江新区南三环与雁翔路十字东北角旺座曲江L座701室,程晓东,029-85259408,61000045,陕西省财政厅,陕财注[2000]044号,2000-03-01,原如斌,200.0,有限责任,原如斌,0,5,33,130,33,130
61000135,陕西天意达会计师事务所有限责任公司,西安市太白南路181号西部电子社区软件公寓B座305室`,胡齐山,88247587,61000135,陕西省财政厅,陕财办会[2005]83号,2005-10-11,胡齐山,100.0,有限责任,胡齐山,0,5,7,21,7,21
61010135,西安同盛联合会计师事务所,西安市高新路52号高科大厦12层11201,茹蔷,029-68209861转802,61010135,陕西省财政厅,陕财办会[2006]36号,2006-06-09,李民全,100.0,普通合伙,李民全,0,2,13,14,13,14
61000046,陕西宏达会计师事务所有限责任公司,西安市西新街11号海星智能大厦903室,罗家荣,029-87211664,61000046,陕西省财政厅,陕财注[2000]051号,2000-03-16,罗家荣,120.0,有限责任,罗家荣,0,6,5,2,5,2
61010010,陕西合信会计师事务所有限公司,陕西省西安市莲湖区南二环西段5号捷瑞智能大厦东区9楼,惠芳芳,029-88378840,61010010,陕西省财政厅,陕财办会[2007]12号,2007-04-18,白喜鹊,100.0,有限责任,白喜鹊,0,5,17,20,17,20
61010136,西安百思特会计师事务所（普通合伙）,西安市雁塔区南二环西段68号嘉祥世家第1幢1单元1601室,宁辉,15309215322,61010136,陕西财政局/厅,陕财办会【2013】5号,2013-02-05,曹蕊娟,100.0,普通合伙,曹蕊娟,0,2,13,18,13,18
61010133,陕西信达会计师事务所有限责任公司,西安市雁塔区雁塔西路161号1幢11902室,孙晚霞,029-85423933,61010133,陕西省财政厅,陕财办字[2005]85号,2005-10-11,孙晚霞,100.0,有限责任,孙晚霞,0,5,18,12,18,12
61010128,西安长兴会计师事务所有限责任公司,西安市环城南路中段68号外贸大楼904室,李明玉,029-87860475,61010128,陕西省财政厅,陕财注[2000]057号,2000-05-10,乔媛宁,500.0,有限责任,乔媛宁,0,7,22,74,22,74
61010134,西安超越会计师事务所有限公司,西安市高新区高新路枫叶广场A座东五层10502室,杜成芳,029-87259939,61010134,陕西省财政厅,陕财办会[2005]27号,2005-04-01,杜成芳,100.0,有限责任,杜成芳,0,7,19,23,19,23
61010060,西安康胜会计师事务所有限责任公司,西安市南二环西段21号华融国际商务大厦A－6C,马丽,029-85268008,61010060,陕西省财政厅,陕财注[2000]052号,2000-03-16,马丽,100.0,有限责任,马丽,0,5,16,19,16,19
61010131,榆林秦扬联合会计师事务所（普通合伙企业）,府谷县三完小步街赵石尧写字楼7楼722室,王道安,0912-8734629,61010131,陕西财政局/厅,陕财办（2001）604号,2001-12-17,王道安,20.0,普通合伙,杨庭娃,0,3,3,3,3,3
61010059,西安兴国有限责任会计师事务所,西安市西一路188号创佳大厦B座8楼,曹瑞玲,029-87410308-,61010059,陕西省财政厅,陕财注字[1999]076号,1999-12-13,何红森,100.0,有限责任,何红森,0,5,11,9,11,9
61010055,西安航达会计师事务所有限责任公司,阎良区文化西路中段,李波,029-65691396,61010055,陕西省财政厅,陕财注[2000]016号,2000-01-11,李波,100.0,有限责任,李波,0,5,7,6,7,6
61000042,陕西正源会计师事务所有限责任公司,西安市碑林区长安北路113号大话南门（永宁国际）10712室,艾耀先,029-87274767,61000042,陕西省财政厅,陕财注[1999]050号,1999-11-29,艾耀先,101.0,有限责任,李莉,0,6,21,16,21,16
61000036,陕西华兴有限责任会计师事务所,西安市南二环西段21号华融国际商务大厦A座5层,张敏,029-82309814,61000036,陕西省财政厅,陕财注[1999]042号,1999-11-29,张艳茹,100.0,有限责任,张艳茹,0,8,7,17,7,17
61000035,陕西华信有限责任会计师事务所,西安市朱雀大街78号豪盛大厦C座2604室,刘自成,029-82090940-,61000035,陕西省财政厅,陕财注[1999]047号,1999-11-29,刘自成,300.0,有限责任,刘自成,0,5,16,20,16,20
61000037,陕西海华会计师事务所有限责任公司,西安高新开发区新汇大厦A座1502室,秦阁,029-88316132,61000037,陕西省财政厅,陕财注[2000]015号,2000-01-11,丁华岳,100.0,有限责任,丁华岳,0,5,15,11,15,11
61000034,陕西中庆有限责任会计师事务所,西安市碑林区长安北路56号745室,李山,029-62220593,61000034,陕西省财政厅,陕财注[2000]025号,2000-01-11,李山,100.0,有限责任,李山,0,12,14,43,14,43
61010057,陕西西秦金周会计师事务所有限责任公司,西安市高新开发区高新四路13号朗臣大厦11907,陈晓明,029-88361587,61010057,陕西省财政厅,陕财注[2000]035号,2000-01-31,陈晓明,132.0,有限责任,陈晓明,0,8,28,61,28,61
61000040,陕西经纬会计师事务所有限责任公司,西安市西八路29号,李建国,029-87428474,61000040,陕西省财政厅,陕财注[1999]043号,1999-11-29,贾长全,100.0,有限责任,贾长全,0,6,16,11,16,11
61000038,陕西广合会计师事务所有限公司,西安市高新区高新一路5号正信大厦A座1205室,王益,029-62923007,61000038,陕西省财政厅,陕财注[1999]033号,1999-11-29,王力,200.0,有限责任,王力,0,5,20,35,20,35
61000032,陕西华平鼎会计师事务所有限责任公司,西安市含光北路9号3号楼1单元10804室,姚孝民,029-89352821,61000032,陕西省财政厅,陕财注[1999]029号,1999-11-29,姚孝民,100.0,有限责任,姚孝民,0,5,14,8,14,8
61010132,陕西大同会计师事务所有限责任公司,西安市高新区枫叶苑高层小区号2号楼10906室,雷蒙蒙,029-89643720,61010132,陕西省财政厅,陕财办会[2005]26号,2005-04-01,吴春迎,100.0,有限责任,吴春迎,0,5,8,5,8,5
61000039,陕西康华会计师事务所有限责任公司,西安市高新路25号瑞欣大厦17B,蔡忠明,029-88237904,61000039,陕西省财政厅,陕财注[1999]046号,1999-11-29,蔡忠明,100.0,有限责任,蔡忠明,0,5,13,13,13,13
61000030,陕西珑淏会计师事务所有限责任公司,西安市莲湖区西关正街70号非凡格调1幢1单元11005室,陈河波,029-87232928,61000030,陕西省财政厅,陕财注[1999]056号,1999-11-29,李林,100.0,有限责任,李林,0,6,14,4,14,4
61000029,陕西新时代有限责任会计师事务所,西安市高新区太白南路39号金石柏朗11503室,张瑾,029-88324819,61000029,陕西省财政厅,陕财注[1999]034号,1999-11-29,王世华,300.0,有限责任,王世华,0,5,16,59,16,59
61000031,陕西华地会计师事务所有限责任公司,陕西省西安市碑林区东新科贸电脑城A座501室,王良莉,029-85511275,61000031,陕西省财政厅,陕财注[1999]054号,1999-11-29,王良莉,30.0,有限责任,王良莉,0,5,10,10,10,10
61000028,陕西衡兴会计师事务所有限责任公司,西安市和平路108号佳腾大厦11层,李丁,029-87519282,61000028,陕西省财政厅,陕财注[1999]021号,1999-11-11,刘银婵,100.0,有限责任,刘银婵,0,5,10,10,10,10
61000033,陕西正大会计师事务所有限责任公司,西安市高新区科技二路76号陕商投资大厦6层,姚玉萍,029-63363722,61000033,陕西省财政厅,陕财注[1999]044号,1999-11-29,石立宪,100.0,有限责任,石立宪,0,5,21,0,21,0
61000044,陕西同人会计师事务所有限责任公司,陕西省西安市高新区尚品国际6幢2单元21504室,张斌,029-88607837,61000044,陕西省财政厅,陕财注[2000]037号,2000-01-31,张斌,200.0,有限责任,张斌,0,5,7,6,7,6
61010039,陕西贝尔蒙联合会计师事务所（普通合伙）,西安市雁塔区科技产业园科技路10号通达大厦14幢1单元10608室,杨晓媛,029-87876170,61010039,陕西财政局/厅,陕财办会〔2012〕17号,2012-03-22,李建中,100.0,普通合伙,李建中,0,2,4,4,4,4
61010040,西安斯贝瑞特联合会计师事务所(普通合伙),西安市浐灞生态区新广安路新房村8组67号,闫建新,15809249859,61010040,陕西财政局/厅,陕财办会〔2012〕15号,2012-03-22,闫建新,30.0,普通合伙,闫建新,0,2,2,2,2,2
61010043,陕西天子会计师事务所（普通合伙）,西安市雁塔区电子一路251号西北税务学校四号楼,吕健,029-87280873,61010043,陕西财政局/厅,陕财办会[2012]26号,2012-04-16,吕健,100.0,普通合伙,吕健,0,2,5,4,5,4
61010042,陕西智翔联合会计师事务所(普通合伙),西安市雁塔区南二环东斜四路2号福景雅苑42307室,王世锋,02962001045,61010042,陕西财政局/厅,陕财办会〔2012〕18号,2012-03-22,朱红彪,100.0,普通合伙,朱红彪,0,2,3,0,3,0
61010036,陕西鑫石联合会计师事务所（普通合伙）,西安市友谊西路166号嘉美大厦6A,王婧,029-88407244,61010036,陕西财政局/厅,陕财办会〔2012〕11号,2012-03-09,王婧,100.0,普通合伙,王婧,0,2,7,14,7,14
61010038,西安佳孚会计师事务所（普通合伙企业）,西安市高新区丈八一路1号汇鑫IBC1幢1单元15层11502号,胡皓,029-87361790,61010038,陕西财政局/厅,陕财办会〔2012〕9号,2012-03-09,胡皓,10.0,普通合伙,胡皓,0,3,6,5,6,5
61010045,陕西仁邦联合会计师事务所（普通合伙）,西安市高新区光泰路2号凯威大厦2401室,李晓瑜,029-68202381,61010045,陕西财政局/厅,陕财办会[2012]31号,2012-05-02,杨宇,100.0,普通合伙,杨宇,0,2,20,1,20,1
61010041,陕西北辰联合会计师事务所（普通合伙）,西安市雁塔区东仪路与南三环十字向南150米飞升国际广场11幢A座1单元8层10808室,陈攀,029-81774180,61010041,陕西财政厅,陕财办会〔2012〕16号,2012-03-22,陈攀,100.0,普通合伙,陈攀,0,2,3,1,3,1
61010037,陕西颐通联合会计师事务所（普通合伙企业）,西安市经济技术开发区未央路164号双威迎宾广场小区5幢1单元25层,李波,15029068837,61010037,陕西财政局/厅,陕财办会〔2012〕8号,2012-03-09,李波,50.0,普通合伙,李波,0,2,6,4,6,4
61010035,陕西梓融会计师事务所有限公司,西安市高新区锦业路一号都市之门D座1802室,姜红,029-88606200,61010035,陕西财政厅,陕财办会[2011]6号,2011-02-18,姜红,100.0,有限责任,姜红,0,5,11,9,11,9
53010006,云南中天正和会计师事务所有限公司,昆明市官渡区双桥路201号银海尚御小区1幢501,钱颖,13064244842,53010006,云南省财政厅,云财会协字(2000)10号,2000-06-18,夏朴荣,100.0,有限责任,夏朴荣,0,5,32,103,32,103
53010018,云南天鉴会计师事务所有限公司,云南省昆明市吴井路209号新摩尔商务中心B幢301号,朱志英,0871--65301690　13888588638,53010018,云南省财政厅,云财会协字(2000)24号,2000-03-20,朱志英,100.0,有限责任,朱志英,0,5,14,13,14,13
52010084,贵州才智卓远会计师事务所(普通合伙),贵州省南明区花果园彭家湾花果园项目F区第F2栋1单元35层4号,刘燕,13595190432,52010084,贵州财政局/厅,黔财会[2015]47号,2015-12-07,刘燕,500.0,普通合伙,刘燕,0,3,10,0,10,0
52010082,贵州九鼎会计师事务所,贵阳市中华北路3号国艺大厦22层,肖红平,0851-86811223,52010082,贵州财政局/厅,黔财会[2010]39号,2010-09-29,肖红平,100.0,普通合伙,肖红平,0,0,4,0,4,0
53010033,昆明安泰会计师事务所有限公司,云南省安宁市湖滨路5幢35号,蒋本义,0871-68690130,53010033,云南省财政厅,云财会协字(2000)28号,2000-03-19,蒋本义,100.0,有限责任,蒋本义,0,5,7,26,7,26
53010031,昆明高新正信会计师事务所有限公司,昆明市人民中路216号丰园大厦A座10楼,殷家莹,0871-68103339,53010031,云南省财政厅,云财会协字(2000)27号,2000-03-20,殷家莹,30.0,有限责任,殷家莹,0,3,4,12,4,12
52010078,贵州智合会计师事务所有限公司,贵阳市云岩区北京路27号鑫都财富大厦26层4、5号,熊玉忠,8552096、85514296,52010078,贵州财政局/厅,黔财会[2009]35号,2009-08-31,熊玉忠,30.0,有限责任,熊玉忠,0,5,14,7,14,7
53010019,云南中庆会计师事务所有限公司,昆明市高新区昌源中路中天境界大厦3栋16楼1602室,胡义霞,0871--63516818,53010019,云南财政厅,云财会协字(2000)25号,2000-06-28,胡义霞,100.0,有限责任,胡义霞,0,5,7,21,7,21
52010083,贵州红华会计师事务所(普通合伙),贵阳市云岩区友谊路百灵阳光商住楼1单元30层7号,李红梅,13985575847  0851-86758836,52010083,贵州财政局/厅,黔财会[2015]3号,2015-01-22,李红梅,50.0,普通合伙,李红梅,0,0,17,5,17,5
51340004,四川华胜会计师事务所有限公司,成都市高新区府城大道中段1388号1栋4层469号,陈丽琴,028-86282938,51340004,四川省财政厅,川财会[2007]36号,2007-08-30,向鸿,100.0,有限责任,向鸿,0,5,9,0,9,0
51200323,四川大众联合会计师事务所（普通合伙）,四川省简阳市简城镇五友路一段5号（凌江虹缘）B栋405号,曾贵江,028-27216966,51200323,四川省财政厅,川财审批【2014】23号,2014-10-29,黄品德,100.0,普通合伙,黄品德,0,2,7,10,7,10
51110228,乐山正源会计师事务所有限公司,乐山市高新区乐高东路86号11栋,魏朝晖,0833-2442623,51110228,四川省财政厅,川财注【1999】166号,1999-08-28,谢鸣,50.0,有限责任,谢鸣,0,6,18,17,18,17
51090215,四川德正会计师事务所有限公司,成都市高新区九兴大道凯乐国际5栋1001,盖林莎,028-87651582,51090215,四川省财政厅,川财注【1999】112号,1999-07-27,张国鸿,50.0,有限责任,张国鸿,0,5,15,0,15,0
51050162,四川明天会计师事务所有限公司,四川什邡市方亭镇蓥峰北路134号,余鹏飞,0838-8201718,51050162,四川省财政厅,川财注【1999】261号,1999-11-11,余鹏飞,100.0,有限责任,余鹏飞,0,5,20,0,20,0
51050161,四川同力达会计师事务所有限公司,德阳市凉山路16号,叶世伟,0838-2303871,51050161,四川省财政厅,川财注【1999】159号,1999-08-16,叶世伟,50.0,有限责任,叶世伟,0,6,13,14,13,14
51050160,四川良政会计师事务所有限责任公司,成都市金牛区实业街59号3栋1-11-9,何克军,028-87712923,51050160,四川省财政厅,川财注【1999】201号,1999-09-17,王劲,100.0,有限责任,王劲,0,5,15,0,15,0
51070190,四川瑞麒会计师事务所有限责任公司,四川省广元市中区公园街79号,唐华蓉、郑明芬,0839-3267424,51070190,四川省财政厅,川财注【1999】609号,1999-12-30,李万堇,100.0,有限责任,李万堇,0,4,11,15,11,15
51210325,四川金达会计师事务所有限责任公司,西昌市城南大道三段碧海蓝天四楼,古鸿,13508200935,51210325,四川省财政厅,川财注【1999】263号,1970-11-19,古鸿,120.0,有限责任,古鸿,0,5,31,49,31,49
51070189,四川广源会计师事务所有限责任公司,广元市利州区蜀门北路一段403号,濮玉英,0839-3229493,51070189,四川省财政厅,川财注【1999】605号,1999-12-30,吴东,100.0,有限责任,吴东,0,6,9,29,9,29
51050157,四川天正会计师事务所有限公司,四川省成都高新区益州大道北段777号1栋1单元15楼1505号,吴成平,0838-2307200,51050157,四川省财政厅,川财注【1999】117号,1999-07-27,吴成平,100.0,有限责任,吴成平,0,6,11,12,11,12
52010051,贵阳达诚联合会计师事务所,贵州省贵阳市瑞金南路323号(轻工业联社大楼四楼),苏忠玉,0851-85577882,52010051,贵州财政局/厅,黔财会[2003]22号,2003-05-06,苏忠玉,10.0,普通合伙,苏忠玉,0,2,3,5,3,5
51050156,四川杰灵会计师事务所有限责任公司,德阳市凉山路150号,许怀兰,0838-2308664,51050156,四川省财政厅,川财注【1999】134号,1999-07-29,孙伟,50.0,有限责任,孙伟,0,5,10,6,10,6
51210327,凉山天成联合会计师事务所,西昌市航天大道凯乐路109号海能酒店8层,张笑梅,13608143071,51210327,四川省财政厅,川财会(1999)263号,1999-11-11,张笑梅,5.0,普通合伙,张笑梅,0,2,4,5,4,5
51200322,阿坝岷江会计师事务所有限公司,阿坝州汶川县威州镇桑坪路明珠小区电梯公寓七楼,李才高,0837-6222167,51200322,四川省财政厅,川财注【1999】616号,1999-12-30,李才高,30.0,有限责任,李才高,0,5,5,5,5,5
51050159,四川中联会计师事务所有限公司,成都市青羊区太升北路56号江信大厦17楼3号,毛浩杰,028-86911583,51050159,四川省财政厅,川财注【1999】559号,1999-12-30,毛浩杰,100.0,有限责任,毛浩杰,0,5,16,28,16,28
51050004,泸州长海联合会计师事务所,叙永县叙永镇和平社区永宁大道42号(富丽家园)四区2号楼1-2-3,海强,0830-6234729,51050004,四川省财政厅,川财会[2007]51号,2007-11-27,海强,10.0,普通合伙,海强,0,3,4,2,4,2
51060178,四川裕兴会计师事务所有限责任公司,绵阳市涪城区临园路东段68号富临大都会7幢2单元19楼4号,杨世华,0816-2231362,51060178,四川省财政厅,川财注【1999】260号,1999-11-11,杨世华,100.0,有限责任,杨世华,0,5,7,13,7,13
51190318,四川宏康会计师事务所有限责任公司,康定县东大街129号,郑伟,0836-2833130,51190318,四川省财政厅,川财注【1999】197号,1999-09-21,郑伟,50.0,有限责任,郑伟,0,5,7,3,7,3
51050005,泸州嘉舜会计师事务所(普通合伙),泸州市江阳区广云路66号银鼎大厦804号,唐晓晴,18980255670,51050005,四川财政局/厅,川财审批（2011）16号,2011-07-28,唐晓晴,10.0,普通合伙,唐晓晴,0,2,2,0,2,0
51040153,泸州德安会计师事务所有限公司,合江镇少岷路党政大楼附属商业北楼,邹红兵,0830-5261410,51040153,四川省财政厅,川财注[199]575号,1999-12-31,邹红兵,30.0,有限责任,邹红兵,0,5,8,5,8,5
51040152,泸州开元会计师事务所有限公司,泸州市江阳区康城路一段1号1号楼2单元801-806,代红,0830-3120003,51040152,四川省财政厅,川财注【1999】544号,1999-12-30,李国崇,30.0,有限责任,李国崇,0,5,22,0,22,0
51040149,四川忠信会计师事务所,泸州市江阳区康宁路4号2号楼,袁国祥,0830-4293362 3192210,51040149,四川省财政厅,川财注【1999】351号,1999-12-20,袁国祥,12.0,普通合伙,袁国祥,0,2,4,0,4,0
51040151,四川蜀鸿会计师事务所有限公司,成都市青羊区金盾路52号国栋中央商务1栋14楼1号,罗英武,028-86633840,51040151,四川省财政厅,川财注【1999】496号,1999-12-30,罗英武,30.0,有限责任,罗英武,0,5,14,5,14,5
51070003,四川众益会计师事务所有限公司,四川省绵阳市科创园区玉泉南路15号奥林春天三期1栋6楼,李剑生,0816-2338150、2339010,51070003,四川省财政厅,川财会［２００８］１号,2008-01-07,李剑生,110.0,有限责任,李剑生,0,5,14,11,14,11
51040146,四川长江会计师事务所有限公司,泸州市江阳区春景上路2号1号楼8层808号至812号,李燕,0830-3108885,51040146,四川省财政厅,川财注【1999】182号,1999-09-02,林继祥,100.0,有限责任,林继祥,0,5,11,28,11,28
51040147,四川天平会计师事务所有限公司,泸州市江阳区春景上路2号1号楼3楼13号、14号、15号,刘琼,0830-3112359,51040147,四川省财政厅,川财注【1999】424号,1999-12-28,王建华,50.0,有限责任,王建华,0,5,10,11,10,11
51340003,凉山州精信联合会计师事务所,西昌市城南大道正义南路9号福源居小区综合楼一单元三楼,孟立新,0834-2161981,51340003,四川省财政厅,川财会[2007]32号,2007-07-26,孟立新,5.0,普通合伙,孟立新,0,2,5,10,5,10
51070005,四川正连信会计师事务所有限责任公司,绵阳市安昌路17号富临大厦5楼23号,陈川荣,0816-2236377,51070005,四川财政局/厅,川财审批【2009】43号,2009-07-16,杜祯发,100.0,有限责任,杜祯发,0,5,11,14,11,14
51070004,四川均衡会计师事务所有限责任公司,绵阳市临园路东段68号富临大都会1幢1单元803号,杨钦,0816-2222867,51070004,四川省财政厅,川财会[2008]4号,2008-01-17,杨钦,30.0,有限责任,杨钦,0,5,9,9,9,9
51060192,四川新天地会计师事务所有限公司,四川省绵阳市涪城区长虹大道106号中央广场1栋1层1号,孟光,0816-2238230,51060192,四川省财政厅,川财会[2006]21号,2006-04-20,孟光,100.0,有限责任,孟光,0,5,7,11,7,11
51040148,四川裕龙会计师事务所有限公司,泸州市江阳中路46号4楼,施崇华,0830-2289790,51040148,四川省财政厅,川财注【1999】449号,1999-12-30,施崇华,50.0,有限责任,施崇华,0,5,9,12,9,12
51060193,四川华天君安会计师事务所有限公司,绵阳市长虹大道中段附131号得月星城1-1-7-5,王小华,0816-2228756,51060193,四川省财政厅,川财会[2006]40号,2007-10-09,王小华,100.0,有限责任,王小华,0,5,10,17,10,17
51060184,四川蜀江会计师事务所有限责任公司,江油市花园中路312号二楼,王国萍,0816-3251406,51060184,四川省财政厅,川财注【1999】315号,1999-12-01,王国萍,50.0,有限责任,王国萍,0,8,10,14,10,14
51060181,四川银巢会计师事务所有限责任公司,四川省绵阳市涪城路48号银丰国际商业中心10楼1107号,羊敏,0816-2228301,51060181,四川省财政厅,川财注【2000】79号,2000-11-13,羊敏,100.0,有限责任,羊敏,1,5,33,33,33,33
51060190,四川金来会计师事务所有限责任公司,四川省绵阳市安昌路18号爱喜嘉年华1-21-A12,罗会明,0816-2227570,51060190,四川省财政厅,川财会[2005]68号,2005-12-08,罗会明,30.0,有限责任,罗会明,0,5,6,2,6,2
51060187,四川力久会计师事务所有限责任公司,绵阳市涪城区翠花街51号（光明华都1栋1单元22层9号）,林李莉,0816-2247173-2247573,51060187,四川省财政厅,川财会[2004]37号,2004-09-22,关华,100.0,有限责任,关华,1,5,49,0,54,0
51060188,四川兴瑞会计师事务所有限责任公司,绵阳市涪城区临园路东段68号富临大都会7幢3单元9楼5号,黄云高,18608086111,51060188,四川省财政厅,川财会[2004]48号,2004-11-30,黄云高,100.0,有限责任,黄云高,0,7,15,0,15,0
51060189,四川汉和会计师事务所有限公司,绵阳市滨江西路南段6号（铁牛公寓1单元4楼3号）,刘漫蔓,0816-2220422,51060189,四川省财政厅,川财会[2005]51号,2005-08-19,何文,100.0,有限责任,何文,0,5,13,5,13,5
51060186,绵阳正誉会计师事务所有限公司,四川省盐亭县云溪镇政府街,申先伟,0816-7121120-,51060186,四川省财政厅,川财注【1999】464号,1999-12-30,申先伟,30.0,有限责任,申先伟,0,4,9,7,9,7
51090214,资阳世纪会计师事务所有限责任公司,雁江区和平路南段8号,罗毅刚,0832-6217972,51090214,四川省财政厅,川财注【1998】200号,1999-09-17,罗毅刚,30.0,有限责任,罗毅刚,0,5,8,14,8,14
51060183,四川华正会计师事务所有限责任公司,四川省江油市金轮东路52号,钟世华,0816-3252483-,51060183,四川省财政厅,川财注【1999】497号,1999-12-30,钟世华,40.0,有限责任,钟世华,0,7,8,10,8,10
51090213,四川中方会计师事务所有限责任公司,成都市青羊区万和路90号天象大厦10楼D座04室,李国芳,028-85090676,51090213,四川省财政厅,川财注【1999】128号,1999-07-10,李国芳,100.0,有限责任,李国芳,3,5,39,0,39,0
51090212,四川泰信会计师事务所有限责任公司,内江市汉安大道西段919号金色夏威夷二期B7,江勇,0832-2262267,51090212,四川省财政厅,川财注【1999】455号,1999-12-30,补世玉,30.0,有限责任,补世玉,0,5,7,4,7,4
51090211,四川玖鼎会计师事务所有限公司,四川省内江市中区公园街1号楼2层,孙鹰,0832-2024636,51090211,四川省财政厅,川财注【1999】89号,0008-04-15,孙鹰,50.0,有限责任,孙鹰,0,7,16,18,16,18
51090210,四川旭东会计师事务所有限责任公司,四川省内江市东兴区太白路116-1-1,郭永建,0832-2274776,51090210,四川省财政厅,川财注【1999】363号,1999-12-20,吴旭东,30.0,有限责任,吴旭东,0,5,6,3,6,3
51070193,四川金秋会计师事务所有限责任公司,成都市青羊区金丝街22号社会科学大楼5楼,杨仕容,028-86950702,51070193,四川省财政厅,川财注【1999】167号,1999-08-28,杨仕容,30.0,有限责任,杨仕容,0,5,6,8,6,8
51070199,四川华雄会计师事务所有限责任公司,广元市东坝文化路11号,戚开华,0839-3270186,51070199,四川省财政厅,川财会[2005]4号,2005-01-28,戚开华,100.0,有限责任,戚开华,0,5,12,62,12,62
51070191,四川恒正会计师事务所有限责任公司,四川苍溪县陵江镇解放路西段395号,何文福,0839-5222157,51070191,四川省财政厅,川财注【1999】175号,1999-08-28,寇勇,50.0,有限责任,寇勇,0,8,9,13,9,13
51070192,四川宇龙会计师事务所有限责任公司,雅安市河北正街协和商贸休闲广场,杨武,0835-2631196,51070192,四川省财政厅,川财注【1999】271号,1999-11-16,杨武,30.0,有限责任,杨武,0,5,9,7,9,7
51130247,四川国洲会计师事务所有限公司,成都市青羊区草市街123号12楼2号,周爽,028-86612468,51130247,四川省财政厅,川财注【1999】547号,1999-12-30,赵洁,100.0,有限责任,赵洁,0,4,5,8,5,8
51060180,绵阳衡丰会计师事务所有限公司,梓潼县文昌镇中和街东段201号,王文芝,0816-8213605,51060180,四川省财政厅,川财注【1999】395号,1999-12-21,王文芝,30.0,有限责任,王文芝,0,5,6,3,6,3
51130004,四川恒一会计师事务所,南充市果城路126号,陶文,0817-2226377,51130004,四川财政局/厅,川财会（2008）60号,2008-11-20,陶文,100.0,普通合伙,陶文,0,2,5,4,5,4
51130005,四川德邦会计师事务所有限公司,四川省南充市顺庆区丰登路217号,段佐常,13518281313,51130005,四川财政局/厅,川财审批[2010]33号,2010-08-09,段佐常,0.0,有限责任,段佐常,0,5,9,0,9,0
51060177,四川瑞峰会计师事务所有限公司,绵阳市涪城区长虹大道中段110号（崇尚国际）1幢1单元11层15号,段玉新,0816-2883717,51060177,四川省财政厅,川财注【1999】195号,1999-09-17,段玉新,30.0,有限责任,陈建萍,0,5,10,15,10,15
51060176,四川子贡会计师事务所有限公司,绵阳市安昌路17号4-13室,陈伟,0816-2223226,51060176,四川省财政厅,川财注【1999】123号,1999-07-27,陈伟,30.0,有限责任,陈伟,0,6,6,6,6,6
51060175,四川精鉴会计师事务所有限责任公司,绵阳科创区园艺街20号1栋1层1号,张晓琴,0816-2236121,51060175,四川省财政厅,川财注【1999】322号,1999-12-03,张晓琴,100.0,有限责任,张晓琴,0,5,12,11,12,11
51060174,四川永衡会计师事务所有限责任公司,四川省绵阳市翠花街58号土产果品大厦三楼,龙华,0816-2224181,51060174,四川省财政厅,川财注【1999】360号,1999-12-20,龙华,100.0,有限责任,龙华,0,7,14,0,14,0
51080206,四川金信会计师事务所有限责任公司,四川省遂宁市顺南街17号,黄昌富,0825-2249354,51080206,四川省财政厅,川财注【1999】254号,1999-11-11,黄昌富,100.0,有限责任,黄昌富,0,5,11,0,11,0
51060173,四川中平会计师事务所有限责任公司,成都市高新区天晖路360号1栋1单元6层5号,魏婧,13308069900,51060173,四川省财政厅,川财注（1999）14号,1999-02-09,王大开,100.0,有限责任,王大开,0,5,10,0,10,0
51060170,四川同人会计师事务所有限责任公司,成都市领事馆路1号万兴苑大厦1907号,隆元平,028-85237971,51060170,四川省财政厅,川财注（2000）100号,2000-01-16,隆元平,100.0,有限责任,隆元平,0,5,18,14,18,14
51060171,四川玉峰会计师事务所有限责任公司,绵阳市高新区普明南路东段106号财产保险公司二楼,马在敏,0816-2535340,51060171,四川省财政厅,川财注【1999】456号,1999-12-30,马在敏,50.0,有限责任,马在敏,0,5,10,18,10,18
